plant,insect
"Mangifera indica","Dolichopodidae"
"Mangifera indica","Empididae sp"
"Mangifera indica","Empididae sp1"
"Mangifera indica","Empididae sp2"
"Mangifera indica","Eristalinus spp"
"Mangifera indica","Eucoilidae sp1"
"Mangifera indica","Eumerus obliquus"
"Mangifera indica","Euphorinae sp1"
"Mangifera indica","Exochomus_troberti_Mulsant_1850"
"Mangifera indica","Formicidae sp 2"
"Mangifera indica","Formicidae sp1"
"Mangifera indica","Formicidae_sp2__bunduda_"
"Mangifera indica","Glycyphana stolata"
"Mangifera indica","Halictidae sp1"
"Mangifera indica","Halmus chalybeus"
"Mangifera indica","Heteroptera_10_mm_sp1"
"Mangifera indica","Heteroptera_2mm"
"Mangifera indica","Heteroptera_5mm"
"Mangifera indica","Hippodamia.variegata..Goeze."
"Mangifera indica","Homalictus damperia"
"Mangifera indica","Homalictus spp"
"Mangifera indica","Hymenoptera"
"Mangifera indica","Hymenoptera sp 2"
"Mangifera indica","Hymenoptera sp 3"
"Mangifera indica","Hymenoptera sp 4"
"Mangifera indica","Hymenoptera sp 5"
"Mangifera indica","Hymenoptera sp 6"
"Mangifera indica","Hymenoptera sp 7"
"Mangifera indica","Hymenoptera sp 8"
"Mangifera indica","Iridmomyrmex purpureus"
"Mangifera indica","Ischiodon aegyptius"
"Mangifera indica","Lasioglossum_sp1_cf_"
"Mangifera indica","Lepidoptera"
"Mangifera indica","Lepidoptera sp 1"
"Mangifera indica","Lepidoptera sp."
"Mangifera indica","Lepisiota_sp_2_"
"Mangifera indica","Lucilia sp1"
"Mangifera indica","Lucillia sp"
"Mangifera indica","Lycid sp1"
"Mangifera indica","Macrocoma_sp__near_apicicornis"
"Mangifera indica","Malachiinae sp1"
"Mangifera indica","Malachiinae_sp1"
"Mangifera indica","Megachilidae sp1"
"Mangifera indica","Melanostoma sp."
"Mangifera indica","Meloidae sp1"
"Mangifera indica","Mesembrius sp"
"Mangifera indica","Micraspis sp1"
"Mangifera indica","Milichiidae"
"Mangifera indica","Monolepta australis"
"Mangifera indica","Monolepta_ursulae_Wagner_2003"
"Mangifera indica","Mordellinae sp1"
"Mangifera indica","Musca domestica"
"Mangifera indica","Muscidae"
"Mangifera indica","Muscidae..inc.Musca_domestica_L."
"Mangifera indica","Nezara viridula"
"Mangifera indica","Nitulidae_sp_"
"Mangifera indica","Otitidae"
"Mangifera indica","POMPILIDAE_cf"
"Mangifera indica","Pagurodactylus_sp2"
"Mangifera indica","Paragus longiventris"
"Mangifera indica","Pedinorrhina__Chondrorrhina__trivittata__Schaum"
"Mangifera indica","Polistes sp"
"Mangifera indica","Pompilidae sp1"
"Mangifera indica","Pompillidae sp 1"
"Mangifera indica","Rhyncomya forcipata"
"Mangifera indica","Rhytidoponera metallica"
"Mangifera indica","Salpinigaster sp"
"Mangifera indica","Sapromyza spp"
"Mangifera indica","Sarcophaga spp"
"Mangifera indica","Sarcophagidae"
"Mangifera indica","Sarcophagidae.sp"
"Mangifera indica","Scymnus cf. capicola Casey, 1899"
"Mangifera indica","Staphilinidae_sp_"
"Mangifera indica","Stomorhina discolor"
"Mangifera indica","Stomorhina discolour"
"Mangifera indica","Stomorhina sp 1"
"Mangifera indica","Stomorhina xanthogaster"
"Mangifera indica","Stratiomyoidae"
"Mangifera indica","Syritta sp"
"Mangifera indica","Syrphidae"
"Mangifera indica","Syrphidae sp2"
"Mangifera indica","Syrphidae spp"
"Mangifera indica","Syrphus sp"
"Mangifera indica","Syrrita spp"
"Mangifera indica","Tachinidae"
"Mangifera indica","Tanypezidae"
"Mangifera indica","Tenebrionidae sp"
"Mangifera indica","Tephritidae"
"Mangifera indica","Tetragonula carbonaria"
"Mangifera indica","Tetragonula sp1"
"Mangifera indica","Tetramorium_sp_1_"
"Mangifera indica","Tiphiidae sp 1"
"Mangifera indica","Tipulidae sp 1"
"Mangifera indica","Tipulidaesp"
"Mangifera indica","Trigonini"
"Mangifera indica","Vespidae sp1"
"Mangifera indica","Vespidae sp2"
"Mangifera indica","Vespidae sp3"
"Mangifera indica","Vespidae sp5"
"Mangifera indica","Vespidae spn"
"Mangifera indica","Vespidae_sp_"
"Mangifera indica","Wasp sp14"
"Mangifera indica","Wasp sp15"
"Mangifera indica","Wasp sp16"
"Mangifera indica","Wasp sp5"
"Mangifera indica","Wasp sp6"
"Mangifera indica","Xylocopa sp 1"
"Mangifera indica","Xylocopa sp."
"Mangifera indica","Xylocopa sp2"
"Mangifera indica","heteroptera_sp3"
"Mangifera indica","talvez_Allograpta_calopus_"
"Momordica charantia","Amegilla zonata"
"Momordica charantia","Apidae (sp 1)"
"Momordica charantia","Apis cercana"
"Momordica charantia","Appias sp 1"
"Momordica charantia","Catochrysops sp 1"
"Momordica charantia","Catochrysops sp 2"
"Momordica charantia","Eurema hecabe"
"Momordica charantia","Lasioglossum albescens"
"Momordica charantia","Lasioglossum sp 2"
"Momordica charantia","Lasioglossum sp 5"
"Momordica charantia","Lasioglossum sp 6"
"Momordica charantia","Lasioglossum sp4"
"Momordica charantia","Lassioglossum sp 1"
"Momordica charantia","Parnara guttata"
"Momordica charantia","Pelopidas mathias"
"Momordica charantia","Potanthus lydia lydia"
"Momordica charantia","Satyridae (sp 1)"
"Momordica charantia","Trigona clypearis"
"Momordica charantia","Xylocopa nr. latipes"
"Momordica charantia","Xylocopa sp 1"
"Passiflora edulis","Apis mellifera"
"Passiflora edulis","Trigona spinipes"
"Passiflora edulis","Xylocopa spp."
"Persea americana","Apis mellifera"
"Persea americana","Bee sp3"
"Persea americana","Bee sp5"
"Persea americana","Bee sp6"
"Persea americana","Bombylidae spp"
"Persea americana","Calliphora augur"
"Persea americana","Cantharidae spp"
"Persea americana","Chlororhinia exempta"
"Persea americana","Chrysomya sp1"
"Persea americana","Coccinella sp1"
"Persea americana","Coccinella sp2"
"Persea americana","Coccinella sp4"
"Persea americana","Coleoptera sp10"
"Persea americana","Coleoptera sp11"
"Persea americana","Coleoptera sp2"
"Persea americana","Coleoptera sp3"
"Persea americana","Coleoptera sp4"
"Persea americana","Coleoptera sp5"
"Persea americana","Coleoptera sp6"
"Persea americana","Coleoptera sp7"
"Persea americana","Diptera sp1"
"Persea americana","Diptera sp11"
"Persea americana","Diptera sp13"
"Persea americana","Diptera sp15"
"Persea americana","Diptera sp2"
"Persea americana","Diptera sp21"
"Persea americana","Diptera sp22"
"Persea americana","Diptera sp27"
"Persea americana","Diptera sp3"
"Persea americana","Diptera sp4"
"Persea americana","Diptera sp5"
"Persea americana","Diptera sp6"
"Persea americana","Diptera. sp7"
"Persea americana","Dirioxa pornis"
"Persea americana","Eristalinus spp"
"Persea americana","Euphorinae sp1"
"Persea americana","Formicidae sp1"
"Persea americana","Formicidae sp2"
"Persea americana","Formicidae sp3"
"Persea americana","Formicidae sp5"
"Persea americana","Halmus chalybeus"
"Persea americana","Helina sp1"
"Persea americana","Homalictus spp"
"Persea americana","Ichneumonidae sp1"
"Persea americana","Iridomyrmex purpureus"
"Persea americana","Lasioglossum_sp2"
"Persea americana","Lassioglossum sp1"
"Persea americana","Lauxaniidae spp"
"Persea americana","Lepidoptera sp10"
"Persea americana","Lepidoptera sp6"
"Persea americana","Lepidoptera sp7"
"Persea americana","Lepidoptera sp8"
"Persea americana","Lucilia sp1"
"Persea americana","Lycid sp1"
"Persea americana","Meloidae sp"
"Persea americana","Metallea sp1"
"Persea americana","Metallea spp"
"Persea americana","Micraspis sp1"
"Persea americana","Micraspis sp2"
"Persea americana","Monolepta australis"
"Persea americana","Sarcophaga sp1"
"Persea americana","Sarcophaga spp"
"Persea americana","Stomorhina discolor"
"Persea americana","Syritta spp"
"Persea americana","Syrphidae spp"
"Persea americana","Tabanidae spp"
"Persea americana","Tachinid spp"
"Persea americana","Tetragonula sp1"
"Persea americana","Wasp sp1"
"Persea americana","Wasp sp10"
"Persea americana","Wasp sp11"
"Persea americana","Wasp sp14"
"Persea americana","Wasp sp18"
"Persea americana","Wasp sp19"
"Persea americana","Wasp sp2"
"Persea americana","Wasp sp20"
"Persea americana","Wasp sp21"
"Persea americana","Wasp sp3"
"Persea americana","Wasp sp4"
"Persea americana","Wasp sp6"
"Persea americana","Wasp sp7"
"Persea americana","Wasp sp8"
"Persea americana","Wasp sp9"
"Persea americana","Xylocopa sp1"
"Phaseolus vulgaris L.","Allograpta exotica cf."
"Phaseolus vulgaris L.","Apis mellifera Linnaeus, 1758"
"Phaseolus vulgaris L.","Apoidea sp.1"
"Phaseolus vulgaris L.","Bombus  cf. brevivillus"
"Phaseolus vulgaris L.","Bombus (Fervidobombus) morio Swederus, 1787"
"Phaseolus vulgaris L.","Bombus sp."
"Phaseolus vulgaris L.","Brachygastra lecheguana"
"Phaseolus vulgaris L.","Exomalopsis analis"
"Phaseolus vulgaris L.","Non identified bee"
"Phaseolus vulgaris L.","Paratrigona lineata Lepeletier, 1836"
"Phaseolus vulgaris L.","Pepsis sp."
"Phaseolus vulgaris L.","Polybia dimidiata"
"Phaseolus vulgaris L.","Polybia ignobilis"
"Phaseolus vulgaris L.","Trigona spinipes Fabricius, 1793"
"Prunus avium","Andrena haemorrhoa"
"Prunus avium","Andrena.barbilabris"
"Prunus avium","Andrena.bicolor"
"Prunus avium","Andrena.carantonica"
"Prunus avium","Andrena.chrysosceles"
"Prunus avium","Andrena.cineraria"
"Prunus avium","Andrena.dorsata"
"Prunus avium","Andrena.flavipes"
"Prunus avium","Andrena.fulva"
"Prunus avium","Andrena.gravida"
"Prunus avium","Andrena.haemorrhoa"
"Prunus avium","Andrena.helvola"
"Prunus avium","Andrena.humilis"
"Prunus avium","Andrena.minutula"
"Prunus avium","Andrena.nigroaenea"
"Prunus avium","Andrena.nitida"
"Prunus avium","Andrena.vaga"
"Prunus avium","Andrena_gravida"
"Prunus avium","Andrena_haemorrhoa"
"Prunus avium","Andrena_nitida"
"Prunus avium","Anthophora.plumipes"
"Prunus avium","Apis.mellifera"
"Prunus avium","Apis_mellifera"
"Prunus avium","Bombus"
"Prunus avium","Bombus.hortorum"
"Prunus avium","Bombus.hypnorum"
"Prunus avium","Bombus.lapidarius"
"Prunus avium","Bombus.pascuorum"
"Prunus avium","Bombus.platorum"
"Prunus avium","Bombus.pratorum"
"Prunus avium","Bombus.terrestris"
"Prunus avium","Bombus.terrestris.agg"
"Prunus avium","Chalcidoidea"
"Prunus avium","Chalcidoidea_sp"
"Prunus avium","Coleoptera"
"Prunus avium","Coleoptera_sp."
"Prunus avium","Diptera sp."
"Prunus avium","Diptera_sp."
"Prunus avium","Empididae"
"Prunus avium","Empididae_sp."
"Prunus avium","Episyrphus.balteatus"
"Prunus avium","Eristalis.arbustorum"
"Prunus avium","Eristalis.pertinax"
"Prunus avium","Eristalis.tenax"
"Prunus avium","Eupeodes.luniger"
"Prunus avium","Halictus.rubicundus"
"Prunus avium","Heteroptera"
"Prunus avium","Ichneumonoidea"
"Prunus avium","Lasioglossum.calceatum"
"Prunus avium","Nomada.fabriciana"
"Prunus avium","Nomada.flava"
"Prunus avium","Nomada.fucata"
"Prunus avium","Nomada.goodeniana"
"Prunus avium","Nomada.lathburiana"
"Prunus avium","Nomada.ruficornis"
"Prunus avium","Nomada.zonata"
"Prunus avium","Omia.cornuta"
"Prunus avium","Osmia bicornis"
"Prunus avium","Osmia.bicornis"
"Prunus avium","Osmia.cornuta"
"Prunus avium","Polistes_sp"
"Prunus avium","Pompilidae_cf"
"Prunus avium","Portevinia.maculata"
"Prunus avium","Rhingia.campestris"
"Prunus avium","Sphecodes.monilicornis"
"Prunus avium","Syrphidae"
"Prunus avium","Syrphus.ribesii"
"Prunus avium","formicidae"
"Prunus avium","syrphidae"
"Prunus dulcis","Andrena caerulea"
"Prunus dulcis","Andrena cerasifolii"
"Prunus dulcis","Andrena sp"
"Prunus dulcis","Andrena_2_brittaindataset"
"Prunus dulcis","Andrena_3_brittaindataset"
"Prunus dulcis","Andrena_4_brittaindataset"
"Prunus dulcis","Anthophora_5"
"Prunus dulcis","Apis mellifera"
"Prunus dulcis","Apis_mellifera"
"Prunus dulcis","Bird"
"Prunus dulcis","Bombus"
"Prunus dulcis","Bombus melanopygus"
"Prunus dulcis","Bombus vosnesenskii"
"Prunus dulcis","Bombus_6"
"Prunus dulcis","Bombus_7"
"Prunus dulcis","Bombylidae"
"Prunus dulcis","Coccinellidae_sp."
"Prunus dulcis","Coleoptera_sp."
"Prunus dulcis","Curculionoidea"
"Prunus dulcis","Dialictus_12"
"Prunus dulcis","Diptera_2"
"Prunus dulcis","Diptera_3"
"Prunus dulcis","Diptera_4"
"Prunus dulcis","Drosophila_5"
"Prunus dulcis","Eucera lunata"
"Prunus dulcis","Eucera_16"
"Prunus dulcis","Evylaeus_13"
"Prunus dulcis","Fruit fly"
"Prunus dulcis","Habropoda_17"
"Prunus dulcis","Halictidae"
"Prunus dulcis","Heteroptera_sp."
"Prunus dulcis","Lasioglossum Evylaeus sp. E"
"Prunus dulcis","Lasioglossum Evylaeus sp. F"
"Prunus dulcis","Lasioglossum_10"
"Prunus dulcis","Lasioglossum_11"
"Prunus dulcis","Lasioglossum_14"
"Prunus dulcis","Lasioglossum_8"
"Prunus dulcis","Lasioglossum_9"
"Prunus dulcis","Lepidoptera"
"Prunus dulcis","Muscidae_6"
"Prunus dulcis","Muscidae_7"
"Prunus dulcis","Osmia_18"
"Prunus dulcis","Osmia_19"
"Prunus dulcis","Panurginus gracilis"
"Prunus dulcis","Panurginus_15"
"Prunus dulcis","Syrphid_1"
"Prunus dulcis","Syrphid_2"
"Prunus dulcis","Syrphid_3"
"Prunus dulcis","formicidae"
"Prunus dulcis","spider"
"Psidium guajava","Anthophila sp1"
"Psidium guajava","Apis cerana"
"Psidium guajava","Apis dorsata"
"Psidium guajava","Apis florea"
"Psidium guajava","Braunsapis cupulifera"
"Psidium guajava","Ceratina (ceratinidia) nigrolateralis"
"Psidium guajava","Coleoptera sp. 1"
"Psidium guajava","Coleoptera sp. 2"
"Psidium guajava","Coleoptera sp. 3"
"Psidium guajava","Diptera sp. 1"
"Psidium guajava","Diptera sp. 2"
"Psidium guajava","Diptera sp. 3"
"Psidium guajava","Diptera sp. 4"
"Psidium guajava","Formicidae sp. 1"
"Psidium guajava","Formicidae sp. 3"
"Psidium guajava","Formicidae sp. 4"
"Psidium guajava","Geniotrigona thoracica"
"Psidium guajava","Heterotrigona itama"
"Psidium guajava","Meliponines sp."
"Psidium guajava","Nomia (Acunomia) strigata"
"Psidium guajava","Tetragonula (laeviceps gr.)"
"Psidium guajava","Tetragonula (pagdeni gr.)"
"Psidium guajava","Tetragonula sp."
"Psidium guajava","Vespa Affinis"
"Psidium guajava","Xylocopa (Koptortosoma) aestuans"
"Psidium guajava","Xylocopa (Mesotrichia) latipes"
"Pyrus communis","Andrena chrysosceles"
"Pyrus communis","Andrena cineraria"
"Pyrus communis","Andrena dorsata"
"Pyrus communis","Andrena fulva"
"Pyrus communis","Andrena gravida"
"Pyrus communis","Andrena haemorrhoa"
"Pyrus communis","Andrena nitida"
"Pyrus communis","Andrena scotica"
"Pyrus communis","Andrena_carantonica"
"Pyrus communis","Andrena_chrysosceles"
"Pyrus communis","Andrena_dorsata"
"Pyrus communis","Andrena_flavipes"
"Pyrus communis","Andrena_fulva"
"Pyrus communis","Andrena_gravida"
"Pyrus communis","Andrena_haemorrhoa"
"Pyrus communis","Andrena_minutula_aggregate"
"Pyrus communis","Andrena_nitida"
"Pyrus communis","Andrena_praecox"
"Pyrus communis","Andrena_sp."
"Pyrus communis","Andrena_tibialis"
"Pyrus communis","Anthophora_plumipes"
"Pyrus communis","Apis mellifera"
"Pyrus communis","Apis_mellifera"
"Pyrus communis","Bombus hypnorum"
"Pyrus communis","Bombus lapidarius"
"Pyrus communis","Bombus pascuorum"
"Pyrus communis","Bombus pratorum"
"Pyrus communis","Bombus terrestris"
"Pyrus communis","Bombus terrestris agg."
"Pyrus communis","Bombus_hortorum"
"Pyrus communis","Bombus_hypnorum"
"Pyrus communis","Bombus_lapidarius"
"Pyrus communis","Bombus_lucorum_terrestris"
"Pyrus communis","Bombus_pascuorum"
"Pyrus communis","Bombus_pratorum"
"Pyrus communis","Bombus_spp."
"Pyrus communis","Bombus_terrestris"
"Pyrus communis","Bombus_vestalis"
"Pyrus communis","Episyrphus_balteatus"
"Pyrus communis","Eristalinus_sepulchralis"
"Pyrus communis","Eristalis_arbustorum"
"Pyrus communis","Eristalis_intricaria"
"Pyrus communis","Eristalis_lineata"
"Pyrus communis","Eristalis_pertinax"
"Pyrus communis","Eristalis_similis"
"Pyrus communis","Eristalis_sp."
"Pyrus communis","Eristalis_tenax"
"Pyrus communis","Helophilus_pendulus"
"Pyrus communis","Lasioglossum_calceatum"
"Pyrus communis","Lasioglossum_leucopus"
"Pyrus communis","Lasioglossum_malachurum"
"Pyrus communis","Lasioglossum_morio"
"Pyrus communis","Lasioglossum_sexstrigatum"
"Pyrus communis","Lasioglossum_sp"
"Pyrus communis","Melanostoma_mellinum"
"Pyrus communis","Melanostoma_scalare"
"Pyrus communis","Myathropa_florea"
"Pyrus communis","Nomada fabriciana"
"Pyrus communis","Nomada flava"
"Pyrus communis","Nomada lathburiana"
"Pyrus communis","Nomada_flava"
"Pyrus communis","Nomada_marshamella"
"Pyrus communis","Nomada_ruficornis"
"Pyrus communis","Osmia bicornis"
"Pyrus communis","Osmia cornuta"
"Pyrus communis","Osmia_bicornis"
"Pyrus communis","Platycheirus_albimanus"
"Pyrus communis","Platycheirus_clypeatus"
"Pyrus communis","Platycheirus_splendidus"
"Pyrus communis","Rhingia_campestris"
"Pyrus communis","Sphaerophoria_cf_scripta"
"Pyrus communis","Sphaerophoria_interrupta"
"Pyrus communis","Sphaerophoria_scripta"
"Pyrus communis","Sphaerophoria_sp."
"Pyrus communis","Syrphus_sp"
"Rubus idaeus","Apis mellifera"
"Rubus idaeus","Bombus dahlbomii"
"Rubus idaeus","Bombus pascuorum"
"Rubus idaeus","Bombus pratorum"
"Rubus idaeus","Bombus terrestris"
"Rubus idaeus","Halictidae sp.1"
"Rubus idaeus","Manuelia gayatina"
"Rubus idaeus","Manuelia gayi"
"Rubus idaeus","Ruizantheda proxima"
"Rubus idaeus","Ruizanthedella mutabilis"
"Solanum lycopersicum","Andrena_wilkella"
"Solanum lycopersicum","Anthophora urbana"
"Solanum lycopersicum","Apis"
"Solanum lycopersicum","Augochlora_pura"
"Solanum lycopersicum","Augochlorella_aurata"
"Solanum lycopersicum","Augochloropsis_metallica"
"Solanum lycopersicum","Bombus vosnesenskii"
"Solanum lycopersicum","Bombus_fervidus"
"Solanum lycopersicum","Bombus_griseocollis"
"Solanum lycopersicum","Bombus_impatiens"
"Solanum lycopersicum","Dialictus"
"Solanum lycopersicum","Halictus_confusus"
"Solanum lycopersicum","Halictus_ligatus"
"Solanum lycopersicum","Hylaeus_mesillae"
"Solanum lycopersicum","Lasioglossum_admirandum"
"Solanum lycopersicum","Lasioglossum_albipenne"
"Solanum lycopersicum","Lasioglossum_callidum"
"Solanum lycopersicum","Lasioglossum_ephialtum"
"Solanum lycopersicum","Lasioglossum_imitatum"
"Solanum lycopersicum","Lasioglossum_mitchelli"
"Solanum lycopersicum","Lasioglossum_nymphaearum"
"Solanum lycopersicum","Lasioglossum_paradmirandum"
"Solanum lycopersicum","Lasioglossum_pectorale"
"Solanum lycopersicum","Lasioglossum_pilosum"
"Solanum lycopersicum","Lasioglossum_tegulare"
"Solanum lycopersicum","Lasioglossum_trigeminum"
"Solanum lycopersicum","Lasioglossum_versatum"
"Solanum lycopersicum","Lasioglossum_viridatum"
"Solanum lycopersicum","Lasioglossum_weemsi"
"Solanum lycopersicum","Lasioglossum_zephyrum"
"Trifolium pratense","Apis mellifera"
"Trifolium pratense","Bombus cryptarum"
"Trifolium pratense","Bombus distinguendus"
"Trifolium pratense","Bombus hortorum"
"Trifolium pratense","Bombus hypnorum"
"Trifolium pratense","Bombus lapidarius"
"Trifolium pratense","Bombus lucorum"
"Trifolium pratense","Bombus muscorum"
"Trifolium pratense","Bombus pascuorum"
"Trifolium pratense","Bombus pratorum"
"Trifolium pratense","Bombus ruderarius"
"Trifolium pratense","Bombus soroeensis"
"Trifolium pratense","Bombus spp"
"Trifolium pratense","Bombus subterraneus"
"Trifolium pratense","Bombus sylvarum"
"Trifolium pratense","Bombus terrestris"
"Trifolium pratense","Psithyrus campestris"
"Trifolium pratense","Psithyrus rupestris"
"Trifolium pratense","Psithyrus vestalis"
"Trifolium pratense","unidentified solitary bee"
"Vaccinium corymbosum","A. mellifera"
"Vaccinium corymbosum","Agapostemon sericeus"
"Vaccinium corymbosum","Agapostemon texanus"
"Vaccinium corymbosum","Agapostemon virescens"
"Vaccinium corymbosum","Allograpta sp1"
"Vaccinium corymbosum","Allograpta sp2"
"Vaccinium corymbosum","Allograpta sp3"
"Vaccinium corymbosum","Andrena bradleyi"
"Vaccinium corymbosum","Andrena brevipalpis"
"Vaccinium corymbosum","Andrena carantonica"
"Vaccinium corymbosum","Andrena carlini"
"Vaccinium corymbosum","Andrena carolina"
"Vaccinium corymbosum","Andrena commoda"
"Vaccinium corymbosum","Andrena crataegi"
"Vaccinium corymbosum","Andrena cressoni"
"Vaccinium corymbosum","Andrena dunningi"
"Vaccinium corymbosum","Andrena forbesii"
"Vaccinium corymbosum","Andrena frigida"
"Vaccinium corymbosum","Andrena fulva"
"Vaccinium corymbosum","Andrena haemorrhoa"
"Vaccinium corymbosum","Andrena hippotes"
"Vaccinium corymbosum","Andrena imitatrix"
"Vaccinium corymbosum","Andrena integra"
"Vaccinium corymbosum","Andrena mandibularis"
"Vaccinium corymbosum","Andrena milwaukeensis"
"Vaccinium corymbosum","Andrena miserabilis"
"Vaccinium corymbosum","Andrena mitis"
"Vaccinium corymbosum","Andrena nasonii"
"Vaccinium corymbosum","Andrena nigroaenea"
"Vaccinium corymbosum","Andrena nitida"
"Vaccinium corymbosum","Andrena nivalis"
"Vaccinium corymbosum","Andrena perplexa"
"Vaccinium corymbosum","Andrena platyparia"
"Vaccinium corymbosum","Andrena regularis"
"Vaccinium corymbosum","Andrena robertsonii"
"Vaccinium corymbosum","Andrena rufosignata"
"Vaccinium corymbosum","Andrena rugosa"
"Vaccinium corymbosum","Andrena scotica"
"Vaccinium corymbosum","Andrena sp."
"Vaccinium corymbosum","Andrena spiraeana"
"Vaccinium corymbosum","Andrena synadelpha"
"Vaccinium corymbosum","Andrena vaga"
"Vaccinium corymbosum","Andrena vicina"
"Vaccinium corymbosum","Andrena w-scripta"
"Vaccinium corymbosum","Andrena wilkella"
"Vaccinium corymbosum","Andrena.andrena.sp1"
"Vaccinium corymbosum","Andrena.melandrena.sp1"
"Vaccinium corymbosum","Andrena.perplexa"
"Vaccinium corymbosum","Andrena.scaphandrena.sp1"
"Vaccinium corymbosum","Andrena_banksi"
"Vaccinium corymbosum","Andrena_barbara"
"Vaccinium corymbosum","Andrena_bradleyi"
"Vaccinium corymbosum","Andrena_carlini"
"Vaccinium corymbosum","Andrena_carolina"
"Vaccinium corymbosum","Andrena_cineraria"
"Vaccinium corymbosum","Andrena_cressoni"
"Vaccinium corymbosum","Andrena_fenningeri"
"Vaccinium corymbosum","Andrena_ilicis"
"Vaccinium corymbosum","Andrena_imitatrix"
"Vaccinium corymbosum","Andrena_mandibularis"
"Vaccinium corymbosum","Andrena_morrisonella"
"Vaccinium corymbosum","Andrena_vicina"
"Vaccinium corymbosum","Anthophora plumipes"
"Vaccinium corymbosum","Apis mellifera"
"Vaccinium corymbosum","Apis.mellifera"
"Vaccinium corymbosum","Augochlora pura"
"Vaccinium corymbosum","Augochlora_pura"
"Vaccinium corymbosum","Augochlorella aurata"
"Vaccinium corymbosum","Augochlorella_aurata"
"Vaccinium corymbosum","Augochloropsis metallica"
"Vaccinium corymbosum","B. hortorum"
"Vaccinium corymbosum","B. hypnorum"
"Vaccinium corymbosum","B. lapidarius"
"Vaccinium corymbosum","B. pascuorum"
"Vaccinium corymbosum","B. pratorum"
"Vaccinium corymbosum","B. terrestris"
"Vaccinium corymbosum","Bombus atratus"
"Vaccinium corymbosum","Bombus bellicosus"
"Vaccinium corymbosum","Bombus bimaculatus"
"Vaccinium corymbosum","Bombus borealis"
"Vaccinium corymbosum","Bombus fervidus"
"Vaccinium corymbosum","Bombus griseocollis"
"Vaccinium corymbosum","Bombus hortorum"
"Vaccinium corymbosum","Bombus hypnorum"
"Vaccinium corymbosum","Bombus impatiens"
"Vaccinium corymbosum","Bombus lapidarius"
"Vaccinium corymbosum","Bombus pascuorum"
"Vaccinium corymbosum","Bombus perplexus"
"Vaccinium corymbosum","Bombus pratorum"
"Vaccinium corymbosum","Bombus sandersoni"
"Vaccinium corymbosum","Bombus ternarius"
"Vaccinium corymbosum","Bombus terrestris"
"Vaccinium corymbosum","Bombus terrestris agg."
"Vaccinium corymbosum","Bombus terricola"
"Vaccinium corymbosum","Bombus vagans"
"Vaccinium corymbosum","Bombus vestalis"
"Vaccinium corymbosum","Bombus.bifarius"
"Vaccinium corymbosum","Bombus.flavifrons"
"Vaccinium corymbosum","Bombus.impatiens"
"Vaccinium corymbosum","Bombus.melanopygus"
"Vaccinium corymbosum","Bombus.mixtus"
"Vaccinium corymbosum","Bombus.occidentalis"
"Vaccinium corymbosum","Bombus.rufocinctus"
"Vaccinium corymbosum","Bombus.sitkensis"
"Vaccinium corymbosum","Bombus.vosnesenskii"
"Vaccinium corymbosum","Bombus_bimaculatus"
"Vaccinium corymbosum","Bombus_griseocollis"
"Vaccinium corymbosum","Bombus_impatiens"
"Vaccinium corymbosum","Bombus_perplexus"
"Vaccinium corymbosum","Calliphora sp."
"Vaccinium corymbosum","Ceratina calcarata"
"Vaccinium corymbosum","Ceratina dupla"
"Vaccinium corymbosum","Ceratina mikmaqi"
"Vaccinium corymbosum","Ceratina_calcarata"
"Vaccinium corymbosum","Chrysotoxum cautum"
"Vaccinium corymbosum","Coccinellidae sp"
"Vaccinium corymbosum","Colletes inaequalis"
"Vaccinium corymbosum","Colletes simulans"
"Vaccinium corymbosum","Colletes_cressoni"
"Vaccinium corymbosum","Colletes_inaequalis"
"Vaccinium corymbosum","Colletes_thoracicus"
"Vaccinium corymbosum","Colletes_validus"
"Vaccinium corymbosum","Danaus plexippus"
"Vaccinium corymbosum","Diptera (ep14)"
"Vaccinium corymbosum","Doclichopodidae"
"Vaccinium corymbosum","Epistrophe_eligans"
"Vaccinium corymbosum","Episyrhpus balteatus"
"Vaccinium corymbosum","Eristalis pertinax"
"Vaccinium corymbosum","Eristalis sp1"
"Vaccinium corymbosum","Eristalis sp2"
"Vaccinium corymbosum","Eristalis sp3"
"Vaccinium corymbosum","Eristalis sp4"
"Vaccinium corymbosum","Eristalis tenax"
"Vaccinium corymbosum","Eupeodes corollae"
"Vaccinium corymbosum","Habropoda_laboriosa"
"Vaccinium corymbosum","Halictus rubicundus"
"Vaccinium corymbosum","Helophilus hybridus"
"Vaccinium corymbosum","Helophilus pendulus"
"Vaccinium corymbosum","Helophilus trivittatus"
"Vaccinium corymbosum","Ichneumonidea"
"Vaccinium corymbosum","Lasioglossum acuminatum"
"Vaccinium corymbosum","Lasioglossum birkmanni"
"Vaccinium corymbosum","Lasioglossum coeruleum"
"Vaccinium corymbosum","Lasioglossum confusus"
"Vaccinium corymbosum","Lasioglossum coriaceum"
"Vaccinium corymbosum","Lasioglossum cressoni"
"Vaccinium corymbosum","Lasioglossum ephialtum"
"Vaccinium corymbosum","Lasioglossum foxii"
"Vaccinium corymbosum","Lasioglossum heterognathum"
"Vaccinium corymbosum","Lasioglossum hitchensi"
"Vaccinium corymbosum","Lasioglossum imitatum"
"Vaccinium corymbosum","Lasioglossum leucocomum"
"Vaccinium corymbosum","Lasioglossum lineatulum"
